	Sample_H1_08	Sample_H1_09	Sample_H1_10	Sample_H1_11	Sample_H1_12	Sample_H1_14	Sample_H1_19	Sample_H1_22	Sample_H1_29	Sample_H2_05	Sample_H2_09	Sample_H2_107	Sample_H2_109	Sample_H2_119	Sample_H2_13	Sample_H2_24	Sample_H2_25	Sample_H2_28	Sample_H2_37	Sample_H2_46	Sample_H2_61	Sample_H2_76	Sample_H2_82	Sample_H2_84	Sample_H2_92	Sample_H2_96	Sample_P01	Sample_P02	Sample_P03	Sample_P06	Sample_P08	Sample_P11	Sample_P12	Sample_P15	Sample_P18	Sample_s11	Sample_s104	Sample_s109	Sample_s112	Sample_s115	Sample_s127	Sample_s128	Sample_s143	Sample_s148	Sample_s153	Sample_s154	Sample_s156	Sample_s158	Sample_s159	Sample_s164	Sample_s167	Sample_s168	Sample_s181	Sample_s184	Sample_s185	Sample_s189	Sample_s200	Sample_s201	Sample_s203	Sample_s207	Sample_s209	Sample_s77	Sample_s82	Sample_s89	Sample_s90	Sample_s91	Sample_s92	Sample_s94	Sample_s96	Sample_s97	Sample_s98	Sample_s99	Sample_S10A	Sample_S11A	Sample_S12A	Sample_S13A	Sample_S14A	Sample_S15A	Sample_S16A	Sample_S17A	Sample_S18A	Sample_S19A	Sample_S1A	Sample_S20A	Sample_S21A	Sample_S22A	Sample_S23A	Sample_S24A	Sample_S25A	Sample_S26A	Sample_S27A	Sample_S28A	Sample_S29A	Sample_S2A	Sample_S30A	Sample_S31A	Sample_S32A	Sample_S33A	Sample_S34A	Sample_S35A	Sample_S36A	Sample_S37A	Sample_S38A	Sample_S39A	Sample_S3A	Sample_S40A	Sample_S41A	Sample_S42A	Sample_S43A	Sample_S4A	Sample_S5A	Sample_S6A	Sample_S7A	Sample_S8A	Sample_S9A	Sample_S10B	Sample_S11B	Sample_S12B	Sample_S13B	Sample_S14B	Sample_S15B	Sample_S16B	Sample_S17B	Sample_S18B	Sample_S19B	Sample_S1B	Sample_S20B	Sample_S21B	Sample_S22B	Sample_S23B	Sample_S24B	Sample_S25B	Sample_S26B	Sample_S27B	Sample_S28B	Sample_S29B	Sample_S2B	Sample_S30B	Sample_S31B	Sample_S32B	Sample_S33B	Sample_S34B	Sample_S35B	Sample_S36B	Sample_S37B	Sample_S38B	Sample_S39B	Sample_S3B	Sample_S40B	Sample_S41B	Sample_S42B	Sample_S43B	Sample_S4B	Sample_S5B	Sample_S6B	Sample_S7B	Sample_S8B	Sample_S9B
Sample_S32A.6	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	0.476484935	-0.048369431	-0.048369431	-0.048369431	-0.048369431	0.425926656	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	1.091411812	1.967450101	-0.048369431	-0.048369431	-0.048369431	-0.048369431	0.919742648	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	2.471137286	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431	-0.048369431
Sample_S32B.10	-0.35875388	-0.35875388	0.273575836	-0.35875388	-0.35875388	0.591194851	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	0.851071772	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	1.297430413	1.097023566	-0.35875388	0.214234296	-0.35875388	-0.35875388	-0.35875388	0.781696814	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	1.954086454	-0.35875388	1.766301237	0.251895418	1.150874986	0.28647427	-0.35875388	-0.35875388	0.374688452	1.908060503	1.183711378	-0.35875388	-0.35875388	0.841567181	0.331945843	-0.35875388	1.450058406	0.86065176	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	0.545638893	-0.35875388	-0.35875388	-0.35875388	0.200529414	-0.35875388	-0.35875388	-0.35875388	1.295751994	-0.35875388	0.546300588	-0.35875388	0.672186429	-0.35875388	-0.35875388	-0.35875388	-0.35875388	0.966465847	0.413650903	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	0.334389386	2.179588625	-0.35875388	-0.35875388	-0.35875388	1.178165952	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	0.992627905	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	1.7959763	1.170487372	-0.35875388	-0.35875388	-0.35875388	-0.35875388	1.220767385	-0.35875388	-0.35875388	-0.35875388	-0.35875388	0.347442017	-0.35875388	0.871018796	-0.35875388	-0.35875388	-0.35875388	3.334174113	-0.35875388	-0.35875388	-0.35875388	1.937988299	-0.35875388	0.265743192	0.942847037	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	-0.35875388	1.655234806	-0.010222425	1.292153813	-0.35875388
Sample_S32B.11	-0.35852855	-0.35852855	-0.35852855	2.549343017	2.852711065	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	0.138850396	-0.35852855	-0.35852855	-0.35852855	-0.35852855	0.150896834	1.400267803	-0.35852855	-0.35852855	-0.35852855	-0.35852855	1.359417417	-0.35852855	-0.35852855	-0.35852855	-0.35852855	1.548349116	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	0.256074607	-0.35852855	-0.35852855	-0.35852855	-0.35852855	1.929878985	-0.35852855	4.168008264	-0.35852855	-0.35852855	0.737436736	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	2.752361537	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	2.246676968	-0.35852855	-0.35852855	2.551088914	-0.35852855	-0.35852855	1.078208377	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	1.231539156	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	1.317206696	-0.35852855	-0.35852855	-0.35852855	-0.35852855	0.508170168	-0.35852855	-0.35852855	-0.35852855	-0.35852855	0.071185131	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	1.49534875	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	1.181710656	2.059829208	-0.35852855	-0.35852855	0.460741175	2.187797625	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	2.817780411	1.932602607	-0.35852855	-0.35852855	-0.35852855	-0.35852855	2.746408576	-0.35852855	-0.35852855	0.869733049	-0.35852855	1.264277946	-0.35852855	-0.35852855	-0.35852855	-0.35852855	-0.35852855	0.027753222	-0.35852855
Sample_S32B.16	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	2.173137242	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	1.752536225	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	3.000171901	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	4.285969818	1.418276364	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618	-0.082549618
Sample_S32B.31	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	0.949067106	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	0.313921489	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	0.464067733	1.786546442	-0.143500045	1.27060433	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	1.1443404	0.614049183	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	1.533415475	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	0.154451456	-0.143500045	1.818495196	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	0.820084299	-0.143500045	-0.143500045	-0.143500045	0.3479156	1.159653802	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	1.118371184	-0.143500045	-0.143500045	1.825247669	-0.143500045	3.424571935	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	1.488703018	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045	-0.143500045
Sample_S32B.33	-0.727144411	-0.123518179	-0.727144411	0.621961026	-0.727144411	-0.727144411	1.331920257	-0.382001434	-0.727144411	-0.439488277	-0.727144411	-0.727144411	-0.727144411	-0.727144411	1.007239537	-0.727144411	-0.727144411	-0.727144411	-0.229149775	-0.727144411	1.990909188	-0.727144411	-0.727144411	-0.727144411	0.697415234	-0.727144411	-0.727144411	-0.727144411	-0.727144411	-0.727144411	-0.213517525	1.223904391	-0.727144411	0.213601551	-0.727144411	-0.727144411	2.322026425	-0.727144411	-0.727144411	0.873630362	-0.727144411	-0.727144411	2.380125788	2.115826282	-0.727144411	-0.727144411	-0.727144411	1.891159064	-0.727144411	-0.727144411	2.704043079	-0.727144411	-0.317981334	2.050849306	-0.727144411	1.638909064	1.848375435	-0.727144411	2.142756298	2.544998039	-0.727144411	-0.727144411	2.064819392	-0.727144411	-0.727144411	-0.727144411	-0.727144411	2.414048093	-0.727144411	-0.727144411	-0.727144411	-0.727144411	-0.727144411	-0.727144411	-0.727144411	-0.727144411	-0.727144411	-0.727144411	1.71205513	1.064797875	-0.727144411	0.311230133	-0.727144411	-0.727144411	-0.727144411	0.263579616	0.847000595	0.090532637	-0.727144411	1.817938248	0.721486635	-0.727144411	-0.727144411	1.688223216	-0.727144411	0.280585959	1.963360853	-0.727144411	-0.727144411	-0.727144411	1.590237175	-0.727144411	-0.727144411	-0.727144411	-0.727144411	0.638741838	-0.727144411	-0.727144411	0.317082071	-0.727144411	-0.727144411	0.792285582	1.071349385	-0.727144411	-0.727144411	0.786896204	-0.727144411	-0.727144411	-0.727144411	-0.727144411	-0.727144411	-0.727144411	2.256741371	-0.727144411	0.738069643	-0.727144411	-0.727144411	-0.727144411	1.247119359	-0.727144411	2.173335086	-0.727144411	2.545271287	0.741824129	-0.727144411	-0.727144411	-0.727144411	-0.727144411	1.156781022	2.536854302	0.626420201	-0.727144411	-0.125576072	2.208042814	0.74533354	0.249688931	-0.727144411	-0.727144411	1.812548778	-0.727144411	-0.727144411	1.599770389	-0.727144411	-0.727144411	2.117535038	0.300148067	-0.727144411	-0.727144411
Sample_S32B.35	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	2.762381808	3.0205818	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	3.019499241	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	0.402293406	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	1.20406101	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	2.669971009	-0.159522755	-0.159522755	-0.159522755	3.143520204	-0.159522755	-0.159522755	4.610744175	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	2.935837862	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755	-0.159522755
Sample_S32B.40	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	0.551066152	-0.088180551	-0.088180551	-0.088180551	-0.088180551	0.541156927	-0.088180551	-0.088180551	-0.088180551	0.847497964	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	1.00962511	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	0.932133442	-0.088180551	-0.088180551	-0.088180551	-0.088180551	2.315020086	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	0.380025017	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	1.415483485	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	1.806355989	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	2.855861287	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	-0.088180551	0.308315469	-0.088180551
Sample_S32B.45	-1.410402278	0.724532369	-0.515475566	-0.261570587	-1.410402278	-1.410402278	-0.348940299	1.406768036	-1.410402278	-1.065409054	1.155865678	-0.1994546	-0.012836626	-0.811849111	-1.410402278	-1.410402278	-0.177509981	0.513437293	-0.297081686	0.669947951	1.39979605	-1.410402278	1.290414833	-1.410402278	-0.185807469	-1.410402278	2.430651116	-0.288806952	-1.410402278	-1.410402278	1.189294784	2.16430788	-1.410402278	-1.410402278	2.079215802	-1.410402278	0.434713734	-0.18336306	2.805084494	-0.157815377	-1.410402278	3.005025812	1.165126603	3.377410975	1.074228833	-1.410402278	-1.410402278	1.826804223	1.386304204	-1.410402278	0.142258012	0.596293206	0.283688858	1.449782804	-1.410402278	-0.625614184	0.27211113	0.255073475	1.25629513	3.123881458	3.178596537	-1.410402278	0.147515259	-0.209404882	0.718363859	2.00011938	-0.367667384	0.946486379	0.936180931	-0.56095295	0.358336169	-1.410402278	0.674743489	-0.376973117	-1.410402278	-1.410402278	-1.410402278	-0.069053612	2.104444103	1.383923546	1.411562081	0.295249891	-0.842933798	0.2909957	0.986703819	-1.410402278	1.989404186	-1.410402278	-0.869827162	3.140401868	0.485651279	-1.410402278	-1.410402278	1.058406955	-1.410402278	0.682566919	2.51183806	-1.410402278	-0.47284387	0.134025029	2.325503298	-1.410402278	-1.410402278	-1.410402278	-1.410402278	2.115354952	0.274617715	0.616321347	0.051721384	-1.410402278	1.486800461	0.058552347	-1.410402278	0.6895071	-1.410402278	0.045889704	0.487771005	-1.410402278	-1.410402278	-1.410402278	1.5050562	-1.410402278	0.335841335	0.151045172	1.385865191	-0.447077485	-0.747724548	1.953494172	-1.410402278	-1.410402278	-1.410402278	-1.410402278	2.962013315	-0.824404486	-0.699950671	-1.410402278	-1.410402278	2.12558463	-0.345491019	3.656041885	-1.410402278	-1.410402278	1.186845058	-0.017340335	-1.410402278	-1.410402278	-0.463408172	-1.410402278	2.243886801	-1.410402278	1.9601419	-1.410402278	-1.410402278	-0.118622336	-0.137320497	-1.410402278	2.563775591	-1.410402278
Sample_S33A.27	-0.590377245	1.058280196	1.062410483	0.661195996	-0.590377245	3.098486356	-0.590377245	0.500931836	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	0.93663998	-0.590377245	-0.590377245	-0.590377245	-0.590377245	1.60970987	-0.590377245	0.160054539	-0.590377245	2.433939503	-0.590377245	3.15991555	1.211564756	-0.590377245	2.85479602	2.73456891	-0.590377245	1.448318911	-0.590377245	-0.590377245	1.329350744	4.051060341	-0.590377245	-0.590377245	0.917390202	-0.590377245	-0.590377245	0.555588777	-0.590377245	-0.590377245	-0.590377245	-0.138532543	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	0.565793573	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	2.827474024	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	1.733417013	-0.590377245	-0.590377245	1.138977032	1.655151877	-0.590377245	0.917745893	-0.590377245	-0.590377245	0.646970309	0.930249277	-0.590377245	2.206422084	-0.590377245	0.434144673	0.833342716	-0.590377245	-0.590377245	-0.590377245	-0.590377245	1.341716777	1.869091274	2.890339418	-0.590377245	-0.590377245	1.252483334	-0.590377245	-0.590377245	1.936581249	-0.590377245	1.103946748	0.669475502	0.893697356	1.829871489	-0.590377245	-0.590377245	1.666947985	1.448728692	1.56760005	1.879108691	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	1.696899692	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	0.872970901	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.590377245	-0.332566588
Sample_S33A.33	4.460117925	-1.903563014	0.805924182	-1.111509377	-1.903563014	2.191685806	0.381200547	0.330604107	-1.903563014	2.277738138	-1.903563014	1.069289575	-1.903563014	-1.903563014	0.383485391	1.213613249	1.174239278	-1.903563014	2.830037189	0.411155265	-1.903563014	-1.903563014	-1.903563014	-1.903563014	-1.903563014	2.416917664	0.897923191	0.114273145	-1.903563014	3.187727183	0.638841724	1.708335769	2.028395343	-0.031046608	-0.294070203	3.454812497	-1.903563014	-1.903563014	-1.903563014	-1.903563014	-1.903563014	-1.903563014	-1.903563014	-1.903563014	-1.903563014	2.056835866	1.130358459	-1.903563014	-1.903563014	-1.362120808	-1.903563014	0.961991628	-1.903563014	-1.263466921	3.282340915	-1.903563014	0.318617861	-1.903563014	0.113307853	-1.195597803	-1.903563014	-0.074615835	-1.903563014	-1.903563014	-1.903563014	-1.903563014	-1.903563014	-1.122580887	-1.903563014	-1.903563014	-1.903563014	-0.193929247	-0.391881459	-1.903563014	2.357895698	2.286698935	1.95077905	-1.903563014	-1.903563014	1.932418254	0.719429906	-0.040631367	2.852947037	1.301923526	-0.062213156	1.126587762	1.597110222	1.792693534	1.976720794	-1.903563014	1.102527056	-1.903563014	2.765939639	-1.903563014	1.265739207	-0.431118324	-0.159460478	3.617115714	0.482009003	-1.903563014	0.865086634	2.759721894	0.475901742	2.101210575	2.164356393	1.622853856	1.905238571	-1.903563014	0.422626794	-1.903563014	-1.903563014	2.158973766	2.800497713	3.218549385	-1.903563014	1.252543506	-1.903563014	2.859377811	3.273566957	1.643983124	-1.903563014	0.26124178	0.391810014	0.652891234	-1.334987273	0.805863823	1.829860874	-1.903563014	0.793966416	-1.903563014	1.219834234	2.205679077	-1.903563014	0.470696596	-1.903563014	2.514843805	4.430138105	-1.903563014	1.360086448	-1.903563014	-0.916973198	0.887953743	-1.903563014	-1.903563014	1.698286477	-1.903563014	2.697881201	0.746241785	0.183487989	2.753964449	-1.903563014	-1.903563014	3.667592501	-1.903563014	1.859187996	-1.903563014	1.889933506	-1.903563014
