	Sample_H1_08	Sample_H1_09	Sample_H1_10	Sample_H1_11	Sample_H1_12	Sample_H1_14	Sample_H1_19	Sample_H1_22	Sample_H1_29	Sample_H2_05	Sample_H2_09	Sample_H2_107	Sample_H2_109	Sample_H2_119	Sample_H2_13	Sample_H2_24	Sample_H2_25	Sample_H2_28	Sample_H2_37	Sample_H2_46	Sample_H2_61	Sample_H2_76	Sample_H2_82	Sample_H2_84	Sample_H2_92	Sample_H2_96	Sample_P01	Sample_P02	Sample_P03	Sample_P06	Sample_P08	Sample_P11	Sample_P12	Sample_P15	Sample_P18	Sample_s11	Sample_s104	Sample_s109	Sample_s112	Sample_s115	Sample_s127	Sample_s128	Sample_s143	Sample_s148	Sample_s153	Sample_s154	Sample_s156	Sample_s158	Sample_s159	Sample_s164	Sample_s167	Sample_s168	Sample_s181	Sample_s184	Sample_s185	Sample_s189	Sample_s200	Sample_s201	Sample_s203	Sample_s207	Sample_s209	Sample_s77	Sample_s82	Sample_s89	Sample_s90	Sample_s91	Sample_s92	Sample_s94	Sample_s96	Sample_s97	Sample_s98	Sample_s99	Sample_S10A	Sample_S11A	Sample_S12A	Sample_S13A	Sample_S14A	Sample_S15A	Sample_S16A	Sample_S17A	Sample_S18A	Sample_S19A	Sample_S1A	Sample_S20A	Sample_S21A	Sample_S22A	Sample_S23A	Sample_S24A	Sample_S25A	Sample_S26A	Sample_S27A	Sample_S28A	Sample_S29A	Sample_S2A	Sample_S30A	Sample_S31A	Sample_S32A	Sample_S33A	Sample_S34A	Sample_S35A	Sample_S36A	Sample_S37A	Sample_S38A	Sample_S39A	Sample_S3A	Sample_S40A	Sample_S41A	Sample_S42A	Sample_S43A	Sample_S4A	Sample_S5A	Sample_S6A	Sample_S7A	Sample_S8A	Sample_S9A	Sample_S10B	Sample_S11B	Sample_S12B	Sample_S13B	Sample_S14B	Sample_S15B	Sample_S16B	Sample_S17B	Sample_S18B	Sample_S19B	Sample_S1B	Sample_S20B	Sample_S21B	Sample_S22B	Sample_S23B	Sample_S24B	Sample_S25B	Sample_S26B	Sample_S27B	Sample_S28B	Sample_S29B	Sample_S2B	Sample_S30B	Sample_S31B	Sample_S32B	Sample_S33B	Sample_S34B	Sample_S35B	Sample_S36B	Sample_S37B	Sample_S38B	Sample_S39B	Sample_S3B	Sample_S40B	Sample_S41B	Sample_S42B	Sample_S43B	Sample_S4B	Sample_S5B	Sample_S6B	Sample_S7B	Sample_S8B	Sample_S9B
Sample_S2A.2	-0.185548912	-0.185548912	-0.185548912	4.763151772	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	4.418800513	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	3.648905528	-0.185548912	-0.185548912	-0.185548912	1.894959498	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	1.240929985	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	2.849178449	-0.185548912	5.135543847	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	2.498192796	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	-0.185548912	1.197125536	-0.185548912	-0.185548912	-0.185548912
Sample_S2A.5	-0.198619153	-0.198619153	-0.198619153	1.986170334	2.50943935	0.991261559	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	2.128787695	-0.198619153	-0.198619153	-0.198619153	-0.198619153	2.015627663	-0.198619153	3.091484531	-0.198619153	-0.198619153	1.921357803	-0.198619153	-0.198619153	-0.198619153	-0.198619153	4.68771498	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	0.910223392	-0.198619153	-0.198619153	-0.198619153	0.526211672	-0.198619153	0.363772262	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	0.166228515	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	1.220637437	-0.198619153	-0.198619153	-0.198619153	2.684928586	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	1.250336652	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	0.844078576	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	0.175301042	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	0.333119322	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153	-0.198619153
Sample_S2B.21	1.06883258	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	0.780594933	-0.119366161	-0.119366161	0.567461791	-0.119366161	-0.119366161	-0.119366161	0.950708384	0.524260691	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	1.083507726	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	0.323340824	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	0.1034754	-0.119366161	1.181904874	-0.119366161	0.63812701	0.647388514	0.13962316	-0.119366161	-0.119366161	-0.119366161	0.024249659	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	0.274448808	-0.119366161	-0.119366161	-0.119366161	1.61555497	-0.119366161	-0.119366161	-0.119366161	0.941239862	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	0.892028496	0.762925055	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	1.270528596	-0.119366161	-0.119366161	-0.119366161	-0.119366161	2.682328928	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161	-0.119366161
Sample_S30B.16	0.621686459	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	2.30434668	1.132109149	-0.429053611	-0.429053611	-0.429053611	-0.429053611	1.012023702	2.025989595	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	1.046425912	-0.429053611	-0.429053611	-0.429053611	1.755273722	2.228519087	-0.429053611	1.239365518	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	1.284282243	1.578362895	-0.429053611	-0.429053611	3.574519256	1.927046784	-0.429053611	-0.429053611	1.820036243	-0.429053611	2.807519525	-0.429053611	1.546140796	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	1.887820385	-0.429053611	-0.429053611	-0.429053611	1.769625036	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	0.581673441	1.570419985	-0.429053611	-0.429053611	-0.429053611	0.956018851	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	1.20156171	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	1.18851969	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	1.698017687	-0.429053611	-0.429053611	-0.429053611	2.431321609	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	2.594387617	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.016739577	2.658240178	-0.429053611	-0.429053611	2.054748021	-0.429053611	0.10588043	2.433486509	-0.429053611	0.596192032	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	-0.429053611	2.016880213	-0.429053611	-0.429053611	-0.429053611	-0.429053611
Sample_S31A.18	-0.254065852	1.835838575	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	2.011437543	-0.254065852	-0.254065852	0.146684901	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	0.39483728	0.913381942	-0.254065852	-0.254065852	-0.254065852	0.334045839	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	2.337176446	-0.254065852	0.278420125	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	2.16467017	-0.254065852	-0.254065852	-0.254065852	-0.254065852	0.220205852	-0.254065852	1.334911577	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	0.64099885	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	1.864305202	2.212996125	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	1.302906771	-0.254065852	-0.254065852	0.29152567	-0.254065852	2.024532085	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	2.691086861	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	3.258437946	-0.254065852	-0.254065852	-0.254065852	-0.254065852	1.10270613	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	1.2923619	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	1.622639852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	1.889694376	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	-0.254065852	1.879022207
Sample_S31A.26	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	0.765245888	1.70808695	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	1.475979135	-0.533310426	1.546026788	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	4.171863611	1.541854729	-0.533310426	-0.533310426	-0.533310426	-0.533310426	1.956163569	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	2.024468481	-0.533310426	2.3725172	6.229032176	1.606397417	-0.533310426	-0.533310426	-0.533310426	2.107470478	1.863495984	4.012417341	-0.533310426	2.550789402	0.976970072	1.026453399	-0.533310426	-0.533310426	1.364669495	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	2.18944082	1.028772469	-0.533310426	-0.533310426	-0.533310426	3.777123911	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	0.957177772	-0.533310426	-0.533310426	-0.533310426	0.836626298	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	1.889350889	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	0.640871213	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	0.830631067	3.511486512	1.921267722	-0.533310426	-0.533310426	1.008335178	4.713552447	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	1.034469585	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	-0.533310426	1.345172825	1.679622398	-0.533310426	-0.533310426	-0.533310426
Sample_S31A.41	0.799757017	0.810829612	0.410299271	1.446102254	-0.943926912	2.364064336	1.424285634	0.375829077	-0.943926912	-0.943926912	-0.943926912	-0.943926912	0.836482404	-0.943926912	0.643255753	-0.943926912	-0.943926912	1.767471523	0.985943199	-0.943926912	0.35691648	0.45961383	0.34482265	1.929384192	1.378805202	0.817699639	1.015443747	-0.481297386	0.898506123	0.999875549	1.154123644	0.875330936	-0.943926912	-0.943926912	0.14123135	2.112744179	-0.943926912	-0.943926912	1.331232081	-0.943926912	-0.943926912	0.86273441	0.658630462	-0.943926912	3.087360101	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.943926912	0.775651549	-0.943926912	0.364652153	1.984441544	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.553384586	-0.476986717	2.100495642	-0.943926912	-0.943926912	-0.943926912	0.489349694	-0.513082115	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.943926912	0.744755065	-0.943926912	0.555173171	1.952941482	1.501648556	-0.943926912	-0.943926912	0.359219518	1.197926425	0.649186249	0.652384858	-0.943926912	-0.398739994	0.863591692	0.36933901	2.335124108	-0.333973972	0.975084605	0.47918101	-0.150000842	0.249268778	1.525460256	-0.943926912	3.646119524	0.096762352	-0.943926912	1.339285001	0.481244571	1.502756682	-0.943926912	2.696559743	2.005408777	-0.943926912	1.770456637	1.266848061	-0.943926912	0.701530421	0.887661543	-0.943926912	1.125033048	-0.282659596	1.019995796	1.579982782	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.533414277	-0.943926912	0.431160009	-0.077584353	-0.943926912	-0.547732172	-0.943926912	-0.943926912	-0.943926912	0.744234703	0.771025814	-0.255275604	-0.943926912	-0.305513867	-0.943926912	-0.943926912	0.199293603	-0.251706236	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.254722373	0.451623661	-0.943926912	0.944027865	0.553987441	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.943926912	-0.305909408
Sample_S32A.23	-0.148422952	-0.148422952	-0.148422952	0.886000072	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	1.039043897	1.08360214	-0.148422952	-0.148422952	-0.148422952	-0.148422952	0.775589476	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	1.401795564	-0.148422952	0.871468901	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	0.652701474	1.397090821	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	1.861616378	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	0.715149703	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	1.673892797	2.985371214	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	1.817154959	-0.148422952	-0.148422952	-0.148422952	1.180395441	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	1.763604343	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	0.971582012	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952	-0.148422952
Sample_S32A.38	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	3.726580813	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	2.882831689	3.672103601	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	2.282497985	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	5.705063035	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	3.143299542	2.646477189	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	6.628542423	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642	-0.204582642
Sample_S32A.39	-0.413045093	-0.413045093	-0.413045093	1.200865056	-0.413045093	-0.413045093	-0.413045093	3.600131581	-0.413045093	1.063967631	-0.413045093	0.91467258	-0.413045093	-0.413045093	-0.413045093	-0.413045093	0.90566456	-0.413045093	-0.413045093	1.304770568	-0.413045093	0.571345571	-0.413045093	2.392516919	1.446963258	-0.413045093	1.74839014	1.38253344	-0.413045093	-0.413045093	2.300507331	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	0.800087288	-0.413045093	0.390069567	-0.413045093	-0.413045093	-0.413045093	-0.413045093	0.362681719	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	1.088234242	-0.413045093	-0.413045093	1.450140676	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	1.229716691	0.906604612	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	1.582215631	-0.413045093	-0.413045093	2.362265714	0.390869327	1.208065286	-0.413045093	1.337526691	2.684802864	-0.413045093	0.40780909	-0.413045093	-0.413045093	-0.413045093	0.288552376	-0.413045093	-0.413045093	2.960895356	0.594034539	-0.413045093	-0.413045093	-0.413045093	0.465962625	0.98970787	-0.413045093	-0.413045093	2.326743879	-0.413045093	-0.413045093	1.001391518	-0.413045093	1.985009069	-0.413045093	-0.413045093	-0.413045093	1.628639558	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	0.247830401	-0.413045093	-0.413045093	0.364216976	-0.413045093	-0.413045093	-0.413045093	-0.413045093	0.588967728	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	0.272914847	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.413045093	-0.008963778
Sample_S32A.44	-0.026100132	-0.026100132	-0.026100132	-0.026100132	0.61293022	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	0.378683692	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	2.659026885	-0.026100132	0.368779468	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132	-0.026100132
